Order_ID,Order_Date,Origin_City,Destination_City,Route_Type,Transportation_Mode,Product_Category,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Delivery_Status,Disruption_Event,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Mitigation_Action_Taken,delay_ratio,total_risk_index,risk_level,reallocation_strategy,new_shipping_cost_usd,estimated_new_lead_time
ORD-CA42745E,2024-01-23,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,3,3,0,On Time,,0.21,1.1,4.51,35377.98,5316,Standard Shipping,0.0,0.17,Moderate,Manual Review Required,40684.677,3.0
ORD-A982158D,2025-03-26,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,,0.7,0.7,4.05,727.6,856,Standard Shipping,0.0,0.4479999999999999,Moderate,Maintain Current Route,836.74,20.0
ORD-6535E8F4,2024-06-26,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Pharmaceuticals,7,9,7,0,On Time,,0.87,2.4,4.32,4796.55,5130,Standard Shipping,0.0,0.618,Moderate,Maintain Current Route,5516.032499999999,9.0
ORD-7603D1EE,2025-08-20,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,37,35,0,On Time,,0.44,4.9,4.74,3759.12,5221,Standard Shipping,0.0,0.46,Moderate,Maintain Current Route,4322.987999999999,37.0
ORD-A9F4BE93,2024-04-13,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,8,7,0,On Time,,0.41,5.3,2.94,6891.38,9775,Standard Shipping,0.0,0.4579999999999999,Moderate,Maintain Current Route,7925.0869999999995,8.0
ORD-579C48A4,2025-09-30,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,11,0,On Time,,0.34,8.6,3.75,1606.66,2398,Standard Shipping,0.0,0.548,Moderate,Maintain Current Route,1847.6589999999999,13.0
ORD-9A83F185,2024-02-10,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,24,0,On Time,,0.58,5.2,3.8,4653.89,5891,Standard Shipping,0.0,0.556,High,Reroute via Atlantic/Cape,6957.56555,29.700000000000003
ORD-F6767294,2025-07-04,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Semiconductors,7,8,6,0,On Time,,0.24,4.1,4.01,5695.94,9187,Standard Shipping,0.0,0.3079999999999999,Moderate,Maintain Current Route,6550.330999999999,8.0
ORD-F2CBF0BF,2025-02-13,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,19,0,On Time,,0.3,0.5,1.7,126.1,194,Standard Shipping,0.0,0.1999999999999999,Moderate,Maintain Current Route,145.015,20.0
ORD-61622BC3,2025-11-22,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,5,3,0,On Time,,0.85,0.4,3.18,28958.05,2846,Standard Shipping,0.0,0.526,High,Switch to Air (Priority),233112.3025,2.0
ORD-723F4412,2025-06-07,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,38,35,0,On Time,,0.54,0.4,3.29,5721.1,7430,Standard Shipping,0.0,0.34,Moderate,Maintain Current Route,6579.265,38.0
ORD-91AEBF01,2024-03-23,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,38,36,0,On Time,,0.87,9.0,3.2,623.64,667,Standard Shipping,0.0,0.882,High,Switch to Air (Priority),5020.302,15.200000000000001
ORD-E99CEE07,2025-07-14,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,30,29,0,On Time,,0.23,0.7,4.83,979.08,1592,Standard Shipping,0.0,0.166,High,Reroute via Atlantic/Cape,1463.7246,33.0
ORD-90A9B9E3,2025-05-01,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,6,3,0,On Time,,0.16,7.0,3.98,27746.62,4349,Standard Shipping,0.0,0.376,High,Switch to Air (Priority),223360.29099999997,2.4000000000000004
ORD-8CC44720,2024-12-02,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,10,7,0,On Time,,0.5,0.5,3.88,2999.25,3999,Standard Shipping,0.0,0.32,Moderate,Maintain Current Route,3449.1375,10.0
ORD-8E8787DE,2025-01-03,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,26,25,0,On Time,,0.11,3.9,3.44,341.33,615,Standard Shipping,0.0,0.222,High,Reroute via Atlantic/Cape,510.2883499999999,28.6
ORD-60A23C98,2024-04-23,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,,0.55,5.0,3.35,2166.9,2796,Standard Shipping,0.0,0.53,Moderate,Maintain Current Route,2491.935,19.0
ORD-98953524,2025-01-12,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,27,24,0,On Time,,0.17,3.4,3.65,4544.86,7769,Standard Shipping,0.0,0.238,High,Switch to Air (Priority),36586.12299999999,10.8
ORD-F07691D6,2025-11-20,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,38,34,0,On Time,,0.76,4.7,4.89,3593.92,4084,Standard Shipping,0.0,0.6439999999999999,Moderate,Maintain Current Route,4133.008,38.0
ORD-79E7B900,2024-06-29,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,37,35,0,On Time,,0.19,0.0,2.98,5422.23,9113,Standard Shipping,0.0,0.1139999999999999,Moderate,Maintain Current Route,6235.564499999999,37.0
ORD-C36BAE07,2025-10-24,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,5,8,3,Late,Port Congestion,0.64,3.4,3.31,103555.91,6958,Expedited Air Freight,0.6,0.52,Moderate,Manual Review Required,119089.2965,5.0
ORD-AFFF6715,2025-11-22,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Semiconductors,24,27,22,0,On Time,,0.29,3.8,1.88,2730.28,4233,Standard Shipping,0.0,0.3259999999999999,High,Switch to Air (Priority),21978.754,10.8
ORD-35B5EF95,2024-04-07,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,31,30,0,On Time,,0.24,7.5,5.14,5815.6,9380,Standard Shipping,0.0,0.4439999999999999,High,Reroute via Atlantic/Cape,8694.322,34.1
ORD-741DA2A5,2025-05-04,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,5,2,0,On Time,,0.57,2.4,5.6,65677.81,7606,Standard Shipping,0.0,0.4379999999999999,Moderate,Manual Review Required,75529.4815,5.0
ORD-36089AC5,2025-07-01,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,15,19,4,Late,Port Congestion,0.19,1.3,4.51,5192.15,7933,Standard Shipping,0.2666666666666666,0.1659999999999999,Moderate,Switch to Air (Express),41796.807499999995,6.0
ORD-80BB1506,2024-12-23,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,4,2,0,On Time,,0.46,3.0,3.22,3468.96,432,Standard Shipping,0.0,0.396,Moderate,Maintain Current Route,3989.3039999999996,4.0
ORD-92217F0F,2025-06-10,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,26,0,On Time,,0.18,8.3,2.39,1233.1,2090,Standard Shipping,0.0,0.44,High,Switch to Air (Priority),9926.454999999998,11.600000000000001
ORD-3C2B78AB,2025-01-02,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,12,0,On Time,,0.72,7.3,2.16,6267.68,7288,Standard Shipping,0.0,0.724,High,Switch to Air (Express),50454.82399999999,5.6000000000000005
ORD-5933B38A,2025-07-11,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,24,0,On Time,,0.79,8.2,3.15,4435.62,4956,Standard Shipping,0.0,0.8019999999999999,High,Reroute via Atlantic/Cape,6631.2519,29.700000000000003
ORD-D4520D55,2025-12-25,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,3,1,0,On Time,,0.67,7.6,3.99,45226.94,4924,Standard Shipping,0.0,0.706,High,Manual Review Required,52010.981,3.0
ORD-D4853D49,2025-03-02,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,15,12,0,On Time,,0.28,1.3,3.64,1128.32,1763,Standard Shipping,0.0,0.22,Moderate,Maintain Current Route,1297.5679999999998,15.0
ORD-721FA6D7,2024-07-16,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,24,0,On Time,,0.83,5.4,3.92,4631.73,5062,Standard Shipping,0.0,0.714,High,Reroute via Atlantic/Cape,6924.436349999999,27.500000000000004
ORD-41DC62AF,2025-03-13,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,12,0,On Time,,0.34,7.3,5.07,5650.78,8434,Standard Shipping,0.0,0.496,Moderate,Maintain Current Route,6498.396999999999,14.0
ORD-9E97E0C1,2024-11-11,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,28,0,On Time,,0.46,3.8,1.68,1568.04,2148,Standard Shipping,0.0,0.428,High,Reroute via Atlantic/Cape,2344.2198,33.0
ORD-371653A8,2025-06-07,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,12,0,On Time,,0.51,5.6,5.01,7455.62,9875,Standard Shipping,0.0,0.53,Moderate,Maintain Current Route,8573.963,14.0
ORD-2B0F92E2,2024-08-29,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,15,19,4,Late,Port Congestion,0.74,8.3,2.18,4572.55,4778,Standard Shipping,0.2666666666666666,0.776,High,Switch to Air (Express),36809.0275,6.0
ORD-F92A019D,2025-03-04,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,4,2,0,On Time,,0.28,4.2,3.63,61339.52,8713,Standard Shipping,0.0,0.336,Moderate,Manual Review Required,70540.44799999999,4.0
ORD-A74272C2,2025-09-16,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,12,0,On Time,,0.55,3.8,4.89,3175.18,4097,Standard Shipping,0.0,0.482,Moderate,Maintain Current Route,3651.4569999999994,14.0
ORD-05934BF8,2025-05-20,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,36,35,0,On Time,,0.49,3.9,1.99,2208.18,2964,Standard Shipping,0.0,0.4499999999999999,Moderate,Maintain Current Route,2539.4069999999997,36.0
ORD-AF11972B,2025-01-27,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,27,0,On Time,,0.89,1.2,3.83,1403.33,1485,Standard Shipping,0.0,0.5820000000000001,High,Switch to Air (Priority),11296.806499999999,12.0
ORD-AE47BD6B,2025-06-29,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,4,2,0,On Time,,0.43,3.2,3.14,13472.74,1713,Standard Shipping,0.0,0.386,Moderate,Manual Review Required,15493.650999999998,4.0
ORD-BC2F3080,2025-01-09,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,4,2,0,On Time,,0.6,1.0,4.14,67328.8,7651,Standard Shipping,0.0,0.3999999999999999,Moderate,Manual Review Required,77428.12,4.0
ORD-3CF505B8,2025-09-20,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,27,7,Late,Severe Weather (Typhoon/Storm),0.58,1.2,3.63,5389.38,5685,Standard Shipping,0.35,0.3959999999999999,Moderate,Switch to Air (Express),43384.509,8.0
ORD-DF23C966,2025-11-20,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,26,24,0,On Time,,0.83,5.5,2.6,1583.87,1731,Standard Shipping,0.0,0.718,High,Reroute via Atlantic/Cape,2367.8856499999997,28.6
ORD-76624AC7,2024-11-11,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,15,2,Late,Port Congestion,0.44,9.9,2.85,6096.82,7698,Standard Shipping,0.1538461538461538,0.66,Moderate,Switch to Air (Express),49079.40099999999,5.2
ORD-E064EB33,2024-12-05,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,12,0,On Time,,0.9,4.1,4.9,1628.3,1714,Standard Shipping,0.0,0.704,High,Switch to Air (Priority),13107.814999999999,5.6000000000000005
ORD-B4444896,2024-06-09,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,15,13,0,On Time,,0.44,3.5,5.3,2998.08,4164,Standard Shipping,0.0,0.404,Moderate,Maintain Current Route,3447.7919999999995,15.0
ORD-8A4CFA01,2024-08-19,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,31,47,16,Late,Geopolitical Conflict (Route Diversion),0.31,8.0,3.23,8076.94,5138,Expedited Air Freight,0.5161290322580645,0.506,High,Switch to Air (Priority),65019.366999999984,12.4
ORD-3F3DE9CB,2025-10-11,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,19,0,On Time,,0.56,6.2,3.04,1135.68,1456,Standard Shipping,0.0,0.5840000000000001,Moderate,Maintain Current Route,1306.032,19.0
ORD-5CA34EE8,2024-07-30,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,26,42,16,Late,Geopolitical Conflict (Route Diversion),0.69,6.0,2.74,5316.06,3932,Re-routing,0.6153846153846154,0.6539999999999999,High,Switch to Air (Priority),42794.283,10.4
ORD-7772036A,2024-01-11,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,4,3,0,On Time,,0.52,2.9,5.81,35312.64,4224,Standard Shipping,0.0,0.428,High,Switch to Air (Priority),284266.752,1.6
ORD-D253EAB8,2024-01-29,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,36,36,0,On Time,,0.45,3.6,4.26,7086.88,9775,Standard Shipping,0.0,0.414,Moderate,Maintain Current Route,8149.911999999999,36.0
ORD-85C60821,2024-04-29,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,8,12,4,Late,Port Congestion,0.1,2.0,2.6,2506.52,4143,Standard Shipping,0.5,0.14,Moderate,Switch to Air (Express),20177.485999999997,3.2
ORD-BF3781E2,2025-05-27,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,10,7,0,On Time,,0.63,4.1,6.23,1720.46,2111,Standard Shipping,0.0,0.542,Moderate,Maintain Current Route,1978.529,10.0
ORD-AB7308EE,2025-11-19,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,4,2,0,On Time,,0.8,9.9,3.64,61429.5,6205,Standard Shipping,0.0,0.876,High,Manual Review Required,70643.92499999999,4.0
ORD-6DE34BF3,2025-04-11,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,38,34,0,On Time,,0.71,3.9,4.14,287.28,336,Standard Shipping,0.0,0.582,Moderate,Maintain Current Route,330.37199999999996,38.0
ORD-B3049430,2024-12-24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,26,25,0,On Time,,0.47,6.0,4.5,5050.92,6872,Standard Shipping,0.0,0.522,High,Reroute via Atlantic/Cape,7551.1254,28.6
ORD-63C33106,2025-09-19,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,38,35,0,On Time,,0.72,4.3,5.2,1722.58,2003,Standard Shipping,0.0,0.604,Moderate,Maintain Current Route,1980.9669999999999,38.0
ORD-4A96CA45,2025-02-13,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,13,17,4,Late,Port Congestion,0.27,0.8,2.2,2430.08,3479,Standard Shipping,0.3076923076923077,0.194,Moderate,Switch to Air (Express),19562.143999999997,5.2
ORD-A2028CCC,2025-12-23,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,6,4,0,On Time,,0.64,5.4,3.4,16136.78,1789,Standard Shipping,0.0,0.6000000000000001,High,Switch to Air (Priority),129901.079,2.4000000000000004
ORD-42669339,2025-01-18,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,5,4,0,On Time,,0.28,6.9,1.73,48956.16,6954,Standard Shipping,0.0,0.444,Moderate,Manual Review Required,56299.584,5.0
ORD-CDDBDED0,2024-10-09,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,3,2,0,On Time,,0.13,4.4,2.62,40142.68,6459,Standard Shipping,0.0,0.254,Moderate,Manual Review Required,46164.081999999995,3.0
ORD-88B04212,2025-12-19,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,9,6,0,On Time,,0.55,8.3,2.56,4787.95,6178,Standard Shipping,0.0,0.662,Moderate,Maintain Current Route,5506.142499999999,9.0
ORD-982F3F15,2024-06-07,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,14,18,4,Late,Port Congestion,0.31,9.3,4.12,1837.28,2550,Standard Shipping,0.2857142857142857,0.558,Moderate,Switch to Air (Express),14790.104,5.6000000000000005
ORD-06FC655B,2024-07-24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,10,7,0,On Time,,0.87,4.1,3.68,7038.68,7528,Standard Shipping,0.0,0.6859999999999999,Moderate,Maintain Current Route,8094.482,10.0
ORD-C37269D6,2025-06-24,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,13,13,0,On Time,,0.72,0.9,3.61,4135.74,4809,Standard Shipping,0.0,0.4679999999999999,Moderate,Maintain Current Route,4756.101,13.0
ORD-ACE89CBC,2025-01-15,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,31,28,0,On Time,,0.26,1.6,2.3,1618.47,2569,Standard Shipping,0.0,0.22,High,Switch to Air (Priority),13028.6835,12.4
ORD-7455E813,2024-12-31,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,36,35,0,On Time,,0.16,3.9,3.44,3727.08,6426,Standard Shipping,0.0,0.252,Moderate,Maintain Current Route,4286.142,36.0
ORD-7C57A606,2025-02-04,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,23,2,Late,Port Congestion,0.32,2.2,5.66,1175.39,1619,Standard Shipping,0.0952380952380952,0.28,Moderate,Maintain Current Route,1351.6985,21.0
ORD-5279AD57,2025-08-21,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,24,0,On Time,,0.16,2.3,4.35,5222.32,9004,Standard Shipping,0.0,0.188,High,Reroute via Atlantic/Cape,7807.3683999999985,29.700000000000003
ORD-E3EC57D4,2025-10-06,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,8,7,0,On Time,,0.54,6.8,4.0,2526.37,3281,Standard Shipping,0.0,0.5960000000000001,Moderate,Maintain Current Route,2905.3254999999995,8.0
ORD-AE66E30E,2025-01-24,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,14,13,0,On Time,,0.71,9.4,2.71,2713.77,3174,Standard Shipping,0.0,0.802,High,Switch to Air (Express),21845.848499999996,5.6000000000000005
ORD-B463AFB8,2025-09-22,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,13,19,6,Late,Port Congestion,0.74,8.0,3.67,6891.84,4801,Expedited Air Freight,0.4615384615384615,0.764,High,Switch to Air (Priority),55479.312,5.2
ORD-966699C9,2024-12-06,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,19,18,0,On Time,,0.61,0.3,4.75,6328.1,7861,Standard Shipping,0.0,0.378,Moderate,Maintain Current Route,7277.315,19.0
ORD-065B7082,2025-03-12,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,26,25,0,On Time,,0.27,1.2,4.66,1138.56,1793,Standard Shipping,0.0,0.21,High,Reroute via Atlantic/Cape,1702.1471999999999,28.6
ORD-131A60B2,2025-06-02,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,37,34,0,On Time,,0.2,9.4,3.12,2995.2,4992,Standard Shipping,0.0,0.496,Moderate,Maintain Current Route,3444.4799999999996,37.0
ORD-2EF3AFD3,2025-12-08,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,4,2,0,On Time,,0.62,9.4,3.87,30302.91,3401,Standard Shipping,0.0,0.748,High,Manual Review Required,34848.3465,4.0
ORD-D11884FC,2024-01-30,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,3,6,3,Late,Port Congestion,0.18,5.0,2.64,56926.39,5316,Expedited Air Freight,1.0,0.308,Moderate,Manual Review Required,65465.34849999999,3.0
ORD-E72EDFC5,2025-10-10,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,9,7,0,On Time,,0.13,8.4,3.39,2082.59,3686,Standard Shipping,0.0,0.414,Moderate,Maintain Current Route,2394.9785,9.0
ORD-CB4AD8A5,2024-08-16,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,10,7,0,On Time,,0.15,6.5,2.65,4098.02,7127,Standard Shipping,0.0,0.35,Moderate,Maintain Current Route,4712.723,10.0
ORD-259FF496,2024-09-05,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,26,24,0,On Time,,0.38,4.0,4.53,6001.62,8698,Standard Shipping,0.0,0.388,High,Reroute via Atlantic/Cape,8972.4219,28.6
ORD-320688F2,2024-12-24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,18,0,On Time,,0.61,0.4,4.37,770.38,957,Standard Shipping,0.0,0.382,Moderate,Maintain Current Route,885.9369999999999,19.0
ORD-3D5B5B06,2025-12-16,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,30,28,0,On Time,,0.87,2.6,6.74,5545.49,5931,Standard Shipping,0.0,0.626,High,Reroute via Atlantic/Cape,8290.50755,33.0
ORD-6A606CC3,2025-09-25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,28,0,On Time,,0.47,6.8,5.2,2643.06,3596,Standard Shipping,0.0,0.554,High,Switch to Air (Priority),21276.632999999998,11.600000000000001
ORD-017C7796,2024-03-20,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,5,2,0,On Time,,0.42,8.0,3.22,22875.49,2929,Standard Shipping,0.0,0.5720000000000001,Moderate,Manual Review Required,26306.8135,5.0
ORD-725E2607,2024-12-09,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,38,35,0,On Time,,0.35,4.3,0.43,2050.65,3038,Standard Shipping,0.0,0.382,Moderate,Maintain Current Route,2358.2475,38.0
ORD-9A564542,2025-06-22,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,12,0,On Time,,0.4,3.7,1.2,4617.2,6596,Standard Shipping,0.0,0.388,Moderate,Maintain Current Route,5309.78,14.0
ORD-1A201445,2025-07-13,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,6,3,0,On Time,,0.31,3.2,4.74,58526.22,8123,Standard Shipping,0.0,0.314,High,Switch to Air (Priority),471136.07099999994,2.4000000000000004
ORD-085DAB00,2025-09-04,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,38,35,0,On Time,,0.54,8.6,4.91,4248.86,5518,Standard Shipping,0.0,0.6679999999999999,Moderate,Maintain Current Route,4886.188999999999,38.0
ORD-EC77F98E,2025-02-07,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,35,0,On Time,,0.84,6.2,4.34,3490.48,3794,Standard Shipping,0.0,0.752,High,Switch to Air (Express),28098.363999999998,14.8
ORD-8D826536,2024-07-23,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,12,0,On Time,,0.66,6.3,3.6,4028.82,4854,Standard Shipping,0.0,0.648,Moderate,Maintain Current Route,4633.143,14.0
ORD-1F5EAD09,2024-12-20,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,26,41,15,Late,Geopolitical Conflict (Route Diversion),0.71,8.9,2.63,1644.34,1202,Re-routing,0.5769230769230769,0.782,High,Reroute via Atlantic/Cape,2458.2882999999997,28.6
ORD-60B324EE,2025-12-20,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,6,0,On Time,,0.2,0.6,1.57,2813.4,4689,Standard Shipping,0.0,0.144,Moderate,Maintain Current Route,3235.41,9.0
ORD-429617CB,2024-05-25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,30,47,17,Late,Geopolitical Conflict (Route Diversion),0.31,6.7,3.79,3982.4,3800,Re-routing,0.5666666666666667,0.454,High,Reroute via Atlantic/Cape,5953.687999999999,33.0
ORD-A0D19758,2024-11-29,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,18,0,On Time,,0.72,2.8,4.19,3943.1,4585,Standard Shipping,0.0,0.544,Moderate,Maintain Current Route,4534.565,19.0
ORD-418E4C6E,2025-10-19,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,10,8,0,On Time,,0.2,8.0,3.89,5461.8,9103,Standard Shipping,0.0,0.44,Moderate,Maintain Current Route,6281.07,10.0
ORD-1F626841,2025-07-22,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,13,12,0,On Time,,0.7,6.9,3.85,5709.45,6717,Standard Shipping,0.0,0.696,Moderate,Maintain Current Route,6565.867499999999,13.0
ORD-D93FC524,2025-01-10,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,5,4,0,On Time,,0.6,6.3,2.96,7066.4,803,Standard Shipping,0.0,0.612,Moderate,Maintain Current Route,8126.359999999999,5.0
ORD-24BF2A34,2026-01-03,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,3,2,0,On Time,,0.45,0.5,4.26,14937.17,1873,Standard Shipping,0.0,0.29,Moderate,Manual Review Required,17177.745499999997,3.0
ORD-A51A399E,2024-02-22,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,8,7,0,On Time,,0.13,0.4,2.28,4249.36,7521,Standard Shipping,0.0,0.094,Moderate,Maintain Current Route,4886.763999999999,8.0
ORD-FE03D918,2025-05-21,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Pharmaceuticals,7,10,8,0,On Time,,0.82,9.7,4.38,1527.89,1679,Standard Shipping,0.0,0.8799999999999999,High,Switch to Air (Priority),12299.5145,4.0
ORD-F6F6A2D6,2024-07-28,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,11,0,On Time,,0.38,0.8,1.74,2762.76,4004,Standard Shipping,0.0,0.26,Moderate,Maintain Current Route,3177.174,13.0
ORD-B538360A,2025-12-05,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,4,2,0,On Time,,0.78,0.1,2.57,8957.85,915,Standard Shipping,0.0,0.472,High,Switch to Air (Priority),72110.6925,1.6
ORD-330A29C8,2025-01-25,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,4,17,13,Late,Geopolitical Conflict (Route Diversion),0.26,4.4,1.37,107941.68,6490,Expedited Air Freight,3.25,0.332,High,Switch to Air (Priority),868930.5239999999,1.6
ORD-29F481EA,2024-10-17,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,20,18,0,On Time,,0.75,2.4,4.88,2643.38,3021,Standard Shipping,0.0,0.5459999999999999,Moderate,Maintain Current Route,3039.8869999999997,20.0
ORD-B0C9FBA4,2024-03-19,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,3,1,0,On Time,,0.51,0.9,3.7,6577.56,792,Standard Shipping,0.0,0.3419999999999999,Moderate,Maintain Current Route,7564.1939999999995,3.0
